,type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,cycle
1943,impedance,[2009.       7.      16.      14.       4.      11.781],24,B0034,139,1944,01944.csv,,0.1252713170947647,0.1435591074973786,770
1944,discharge,[2.009e+03 7.000e+00 1.600e+01 1.400e+01 3.600e+01 4.530e-01],24,B0034,140,1945,01945.csv,1.495199821798908,,,771
1945,charge,[2009    7   16   15   30   28],24,B0034,141,1946,01946.csv,,,,771
1946,discharge,[2009.      7.     16.     18.     26.      9.14],24,B0034,142,1947,01947.csv,1.4720590241846008,,,772
1947,charge,[2009.       7.      16.      19.      20.      31.781],24,B0034,143,1948,01948.csv,,,,772
1948,discharge,[2009.       7.      16.      22.      18.      31.578],24,B0034,144,1949,01949.csv,1.4097383014648728,,,773
1949,charge,[2009.       7.      16.      23.      12.      40.484],24,B0034,145,1950,01950.csv,,,,773
1950,discharge,[2.0090e+03 7.0000e+00 1.7000e+01 2.0000e+00 1.0000e+01 3.8265e+01],24,B0034,146,1951,01951.csv,1.3861944181384176,,,774
1951,charge,[2009.       7.      17.       3.       4.      30.531],24,B0034,147,1952,01952.csv,,,,774
1952,discharge,[2.0090e+03 7.0000e+00 1.7000e+01 6.0000e+00 2.0000e+00 3.1671e+01],24,B0034,148,1953,01953.csv,1.3624125407550536,,,775
1953,impedance,[2009.       7.      17.       7.       0.      20.593],24,B0034,149,1954,01954.csv,,0.1251824703120263,0.1461301418255401,775
1954,charge,[2009.      7.     17.      7.     32.      9.64],24,B0034,150,1955,01955.csv,,,,775
1955,impedance,[2.009e+03 7.000e+00 1.700e+01 1.000e+01 3.700e+01 1.515e+00],24,B0034,151,1956,01956.csv,,0.1235425210299043,0.1436713068857462,775
1956,discharge,[2009.       7.      17.      11.       8.      50.734],24,B0034,152,1957,01957.csv,1.4471377445077278,,,776
1957,charge,[2.0090e+03 7.0000e+00 1.7000e+01 1.2000e+01 2.0000e+00 5.9515e+01],24,B0034,153,1958,01958.csv,,,,776
1958,discharge,[2.009e+03 7.000e+00 1.700e+01 1.500e+01 0.000e+00 1.400e-01],24,B0034,154,1959,01959.csv,1.4554483390450048,,,777
1959,charge,[2009.       7.      17.      15.      54.      10.468],24,B0034,155,1960,01960.csv,,,,777
1960,discharge,[2009.      7.     17.     18.     49.     14.75],24,B0034,156,1961,01961.csv,1.4423952167302958,,,778
1961,charge,[2009.       7.      17.      19.      43.      16.218],24,B0034,157,1962,01962.csv,,,,778
1962,discharge,[2009.       7.      17.      22.      40.      36.953],24,B0034,158,1963,01963.csv,1.377541945989605,,,779
1963,charge,[2009.       7.      17.      23.      34.      22.421],24,B0034,159,1964,01964.csv,,,,779
1964,discharge,[2.0090e+03 7.0000e+00 1.8000e+01 2.0000e+00 3.2000e+01 1.9203e+01],24,B0034,160,1965,01965.csv,1.3539935892900532,,,780
1965,impedance,[2.009e+03 7.000e+00 1.800e+01 3.000e+00 3.000e+01 5.460e-01],24,B0034,161,1966,01966.csv,,0.1242268030578006,0.1451655125287497,780
1966,charge,[2.0090e+03 7.0000e+00 1.8000e+01 4.0000e+00 1.0000e+00 4.9984e+01],24,B0034,162,1967,01967.csv,,,,780
1967,impedance,[2009.      7.     18.      7.      6.     20.39],24,B0034,163,1968,01968.csv,,0.1237545085880591,0.1458068729337951,780
1968,discharge,[2009.      7.     23.     10.     25.     18.89],24,B0034,164,1969,01969.csv,1.5509038861664448,,,781
1969,impedance,[2009.       7.      23.      11.      23.      32.343],24,B0034,165,1970,01970.csv,,0.1250956920234938,0.1453545718774597,781
1970,charge,[2009.       7.      23.      11.      55.      21.953],24,B0034,166,1971,01971.csv,,,,781
1971,impedance,[2009    7   23   14   57    2],24,B0034,167,1972,01972.csv,,0.1267251796303376,0.1452212888923113,781
1972,discharge,[2009.       7.      23.      15.      28.      51.734],24,B0034,168,1973,01973.csv,1.5562932697752867,,,782
1973,charge,[2009.       7.      23.      16.      23.      40.343],24,B0034,169,1974,01974.csv,,,,782
1974,discharge,[2009.      7.     23.     19.     19.     21.39],24,B0034,170,1975,01975.csv,1.5067526605064707,,,783
1975,charge,[2009.       7.      23.      20.      13.      45.296],24,B0034,171,1976,01976.csv,,,,783
1976,discharge,[2009.       7.      23.      23.      11.      10.812],24,B0034,172,1977,01977.csv,1.444138733302766,,,784
1977,charge,[2009.       7.      24.       0.       5.      23.906],24,B0034,173,1978,01978.csv,,,,784
1978,discharge,[2.0090e+03 7.0000e+00 2.4000e+01 3.0000e+00 2.0000e+00 5.1234e+01],24,B0034,174,1979,01979.csv,1.4144103811292437,,,785
1979,charge,[2009.       7.      24.       3.      56.      50.546],24,B0034,175,1980,01980.csv,,,,785
1980,discharge,[2009.       7.      24.       6.      55.      12.218],24,B0034,176,1981,01981.csv,1.3897574212362729,,,786
1981,impedance,[2009.      7.     24.      7.     53.      5.75],24,B0034,177,1982,01982.csv,,0.1240151914207653,0.1459639383506419,786
1982,charge,[2009.       7.      24.       8.      24.      55.609],24,B0034,178,1983,01983.csv,,,,786
1983,impedance,[2009.       7.      24.      11.      29.      17.812],24,B0034,179,1984,01984.csv,,0.1257307656681546,0.1454321615828021,786
1984,discharge,[2.009e+03 7.000e+00 2.400e+01 1.200e+01 1.000e+00 7.843e+00],24,B0034,180,1985,01985.csv,1.449968311475299,,,787
1985,charge,[2009.       7.      24.      12.      55.      11.375],24,B0034,181,1986,01986.csv,,,,787
1986,discharge,[2009.       7.      24.      15.      46.       9.421],24,B0034,182,1987,01987.csv,1.4678653068012166,,,788
1987,charge,[2009.       7.      24.      16.      40.      21.187],24,B0034,183,1988,01988.csv,,,,788
1988,discharge,[2009.      7.     24.     19.     35.     49.25],24,B0034,184,1989,01989.csv,1.4290644310445066,,,789
1989,charge,[2009.       7.      24.      20.      29.      43.093],24,B0034,185,1990,01990.csv,,,,789
1990,discharge,[2009.       7.      24.      23.      28.       2.156],24,B0034,186,1991,01991.csv,1.376744834668327,,,790
1991,charge,[2009.       7.      25.       0.      21.      50.109],24,B0034,187,1992,01992.csv,,,,790
1992,discharge,[2009.      7.     25.      3.     20.      5.39],24,B0034,188,1993,01993.csv,1.3515813262521057,,,791
1993,impedance,[2009.       7.      25.       4.      17.      36.359],24,B0034,189,1994,01994.csv,,0.1258754385686939,0.1468292666458347,791
1994,charge,[2009.       7.      25.       4.      49.      26.625],24,B0034,190,1995,01995.csv,,,,791
1995,impedance,[2009.       7.      25.       7.      54.      52.171],24,B0034,191,1996,01996.csv,,0.1253441117935972,0.1478802597593119,791
1996,discharge,[2009.       7.      25.       8.      26.      42.515],24,B0034,192,1997,01997.csv,1.353993472828928,,,792
1997,charge,[2009.       7.      25.       9.      20.      20.984],24,B0034,193,1998,01998.csv,,,,792
1998,discharge,[2009.       7.      25.      12.      19.      43.718],24,B0034,194,1999,01999.csv,1.3577165116893766,,,793
1999,charge,[2009.       7.      25.      13.      13.      17.203],24,B0034,195,2000,02000.csv,,,,793
2000,discharge,[2009.       7.      25.      16.      13.       2.187],24,B0034,196,2001,02001.csv,1.334169315351027,,,794
2001,charge,[2009.       7.      25.      17.       6.      32.296],24,B0034,197,2002,02002.csv,,,,794
2002,discharge,[2009.       7.      25.      20.       6.      55.421],24,B0034,198,2003,02003.csv,1.3372147888783987,,,795
2003,charge,[2009.       7.      25.      21.       0.      19.875],24,B0034,199,2004,02004.csv,,,,795
2004,discharge,[2.009e+03 7.000e+00 2.600e+01 0.000e+00 1.000e+00 9.546e+00],24,B0034,200,2005,02005.csv,1.339045224276927,,,796
2005,impedance,[2009.       7.      26.       0.      58.      24.625],24,B0034,201,2006,02006.csv,,0.1245305976028456,0.1470195765592536,796
2006,charge,[2.0090e+03 7.0000e+00 2.6000e+01 1.0000e+00 3.0000e+01 1.5437e+01],24,B0034,202,2007,02007.csv,,,,796
2007,impedance,[2009.       7.      26.       4.      35.      20.656],24,B0034,203,2008,02008.csv,,0.12527841795391,0.1478038929970834,796
2008,discharge,[2009.       7.      26.       5.       7.      11.546],24,B0034,204,2009,02009.csv,1.3439244604756322,,,797
2009,charge,[2009.       7.      26.       6.       0.      25.062],24,B0034,205,2010,02010.csv,,,,797
2010,discharge,[2.009e+03 7.000e+00 2.600e+01 9.000e+00 1.000e+00 3.514e+01],24,B0034,206,2011,02011.csv,1.3454786192090245,,,798
2011,charge,[2009.       7.      26.       9.      54.      53.843],24,B0034,207,2012,02012.csv,,,,798
2012,discharge,[2009.       7.      26.      12.      55.      45.109],24,B0034,208,2013,02013.csv,1.3482263029682544,,,799
2013,charge,[2009.      7.     26.     13.     48.     59.14],24,B0034,209,2014,02014.csv,,,,799
2014,discharge,[2009.       7.      26.      16.      49.      47.359],24,B0034,210,2015,02015.csv,1.3373192299576058,,,800
2015,charge,[2009.       7.      26.      17.      42.      54.921],24,B0034,211,2016,02016.csv,,,,800
2016,discharge,[2009.       7.      26.      20.      43.      48.921],24,B0034,212,2017,02017.csv,1.3402523341553034,,,801
2017,impedance,[2009.       7.      26.      21.      40.      50.046],24,B0034,213,2018,02018.csv,,0.1251442699359238,0.1479917274975092,801
2018,charge,[2009.       7.      26.      22.      12.      41.312],24,B0034,214,2019,02019.csv,,,,801
2019,impedance,[2.0090e+03 7.0000e+00 2.7000e+01 1.0000e+00 1.8000e+01 1.2828e+01],24,B0034,215,2020,02020.csv,,0.1250367388099057,0.1470983982534746,801
2020,discharge,[2.009e+03 7.000e+00 2.700e+01 1.000e+00 5.000e+01 3.890e+00],24,B0034,216,2021,02021.csv,1.329096568237912,,,802
2021,charge,[2.009e+03 7.000e+00 2.700e+01 2.000e+00 4.300e+01 1.275e+01],24,B0034,217,2022,02022.csv,,,,802
2022,discharge,[2009.       7.      27.       5.      43.      49.015],24,B0034,218,2023,02023.csv,1.3323485655766352,,,803
2023,charge,[2009.       7.      27.       6.      36.      51.968],24,B0034,219,2024,02024.csv,,,,803
2024,discharge,[2009.      7.     27.      9.     37.     15.14],24,B0034,220,2025,02025.csv,1.3501541310555516,,,804
2025,charge,[2009.       7.      27.      10.      30.      25.593],24,B0034,221,2026,02026.csv,,,,804
2026,discharge,[2009.       7.      27.      13.      29.      48.031],24,B0034,222,2027,02027.csv,1.381523441054128,,,805
2027,charge,[2009.       7.      27.      14.      23.       4.968],24,B0034,223,2028,02028.csv,,,,805
2028,discharge,[2009.       7.      27.      17.      21.      22.671],24,B0034,224,2029,02029.csv,1.3835971952817807,,,806
2029,impedance,[2009.       7.      27.      18.      18.      44.828],24,B0034,225,2030,02030.csv,,0.125019199504338,0.145579476401552,806
2030,charge,[2009.      7.     27.     18.     50.     36.25],24,B0034,226,2031,02031.csv,,,,806
2031,impedance,[2009.       7.      27.      21.      56.       8.671],24,B0034,227,2032,02032.csv,,0.1246732923578224,0.1474804420717201,806
2032,discharge,[2.009e+03 7.000e+00 2.700e+01 2.200e+01 2.800e+01 1.870e-01],24,B0034,228,2033,02033.csv,1.33011618620809,,,807
2033,charge,[2009.       7.      27.      23.      21.       6.125],24,B0034,229,2034,02034.csv,,,,807
2034,discharge,[2.0090e+03 7.0000e+00 2.8000e+01 2.0000e+00 2.1000e+01 2.8109e+01],24,B0034,230,2035,02035.csv,1.3176982121703231,,,808
2035,charge,[2009.       7.      28.       3.      14.      13.296],24,B0034,231,2036,02036.csv,,,,808
2036,discharge,[2009.       7.      28.       6.      15.      44.125],24,B0034,232,2037,02037.csv,1.3063657719651272,,,809
2037,charge,[2009.       7.      28.       7.       8.      23.984],24,B0034,233,2038,02038.csv,,,,809
2038,discharge,[2009.       7.      28.      10.       9.      52.296],24,B0034,234,2039,02039.csv,1.3381567383793782,,,810
2039,charge,[2.0090e+03 7.0000e+00 2.8000e+01 1.1000e+01 2.0000e+00 5.1093e+01],24,B0034,235,2040,02040.csv,,,,810
2040,discharge,[2009.       7.      28.      14.       3.      56.171],24,B0034,236,2041,02041.csv,1.3563258092165067,,,811
2041,impedance,[2009.       7.      28.      15.       0.      48.421],24,B0034,237,2042,02042.csv,,0.1249954880551176,0.1454261128439781,811
2042,charge,[2009.       7.      28.      15.      32.      40.171],24,B0034,238,2043,02043.csv,,,,811
2043,impedance,[2009.       7.      28.      18.      37.      37.765],24,B0034,239,2044,02044.csv,,0.1251092258626547,0.1471351855185385,811
2044,discharge,[2009.       7.      28.      19.       9.      29.828],24,B0034,240,2045,02045.csv,1.3648997529550058,,,812
2045,charge,[2.0090e+03 7.0000e+00 2.8000e+01 2.0000e+01 2.0000e+00 2.8625e+01],24,B0034,241,2046,02046.csv,,,,812
2046,discharge,[2.0090e+03 7.0000e+00 2.8000e+01 2.3000e+01 2.0000e+00 2.6656e+01],24,B0034,242,2047,02047.csv,1.3337639975535058,,,813
2047,charge,[2009.       7.      28.      23.      55.       8.765],24,B0034,243,2048,02048.csv,,,,813
2048,discharge,[2.0090e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.6000e+01 2.4125e+01],24,B0034,244,2049,02049.csv,1.3060123668658763,,,814
2049,charge,[2009.       7.      29.       3.      48.      56.265],24,B0034,245,2050,02050.csv,,,,814
2050,discharge,[2009.       7.      29.       6.      50.      26.906],24,B0034,246,2051,02051.csv,1.3101868361375808,,,815
2051,charge,[2009.       7.      29.       7.      42.      54.859],24,B0034,247,2052,02052.csv,,,,815
2052,discharge,[2009.       7.      29.      10.      44.      27.906],24,B0034,248,2053,02053.csv,1.3567668941696105,,,816
2053,impedance,[2009.     7.    29.    11.    41.    13.5],24,B0034,249,2054,02054.csv,,0.1271503391859585,0.146819498930743,816
2054,charge,[2009.       7.      29.      12.      13.       5.843],24,B0034,250,2055,02055.csv,,,,816
2055,impedance,[2009.      7.     29.     15.     18.     41.39],24,B0034,251,2056,02056.csv,,0.1264638175619604,0.1464806266658573,816
2056,discharge,[2009.       7.      29.      15.      50.      33.843],24,B0034,252,2057,02057.csv,1.3916857433587717,,,817
2057,charge,[2009.       7.      29.      16.      43.      31.062],24,B0034,253,2058,02058.csv,,,,817
2058,discharge,[2009.       7.      29.      19.      41.       4.109],24,B0034,254,2059,02059.csv,1.3629935079344777,,,818
2059,charge,[2009.       7.      29.      20.      33.      51.328],24,B0034,255,2060,02060.csv,,,,818
2060,discharge,[2009.       7.      29.      23.      34.      17.859],24,B0034,256,2061,02061.csv,1.3211711973900628,,,819
2061,charge,[2009.       7.      30.       0.      26.      46.296],24,B0034,257,2062,02062.csv,,,,819
2062,discharge,[2009.       7.      30.       3.      28.      18.171],24,B0034,258,2063,02063.csv,1.3074869015593356,,,820
2063,charge,[2009.       7.      30.       4.      20.      49.968],24,B0034,259,2064,02064.csv,,,,820
2064,discharge,[2009.       7.      30.       7.      22.      22.187],24,B0034,260,2065,02065.csv,1.3105881895483489,,,821
2065,impedance,[2009.       7.      30.       8.      18.      45.843],24,B0034,261,2066,02066.csv,,0.1262928369219295,0.1492493873982106,821
2066,charge,[2009.       7.      30.       8.      50.      38.578],24,B0034,262,2067,02067.csv,,,,821
2067,impedance,[2009.       7.      30.      11.      56.      13.156],24,B0034,263,2068,02068.csv,,0.1271233146951738,0.1465866624226255,821
2068,discharge,[2009.       7.      30.      12.      28.       5.953],24,B0034,264,2069,02069.csv,1.376312668196664,,,822
2069,charge,[2009.       7.      30.      13.      20.      56.406],24,B0034,265,2070,02070.csv,,,,822
2070,discharge,[2009.       7.      30.      16.      19.       5.437],24,B0034,266,2071,02071.csv,1.391764929132287,,,823
2071,charge,[2009.       7.      30.      17.      11.      57.546],24,B0034,267,2072,02072.csv,,,,823
2072,discharge,[2009.       7.      30.      20.       9.      43.296],24,B0034,268,2073,02073.csv,1.3649746353453525,,,824
2073,charge,[2.0090e+03 7.0000e+00 3.0000e+01 2.1000e+01 2.0000e+00 1.4578e+01],24,B0034,269,2074,02074.csv,,,,824
2074,discharge,[2009.       7.      31.       0.       3.       7.406],24,B0034,270,2075,02075.csv,1.3219093937291897,,,825
2075,charge,[2009.       7.      31.       0.      55.      17.093],24,B0034,271,2076,02076.csv,,,,825
2076,discharge,[2009.      7.     31.      3.     56.     28.39],24,B0034,272,2077,02077.csv,1.3090033888073913,,,826
2077,impedance,[2009.       7.      31.       4.      52.      29.859],24,B0034,273,2078,02078.csv,,0.1246765792226242,0.1488448574616441,826
2078,charge,[2009.       7.      31.       5.      24.      22.937],24,B0034,274,2079,02079.csv,,,,826
2079,impedance,[2009.       7.      31.       8.      29.      58.609],24,B0034,275,2080,02080.csv,,0.124489358707192,0.1481547693370429,826
2080,discharge,[2.0090e+03 7.0000e+00 3.1000e+01 9.0000e+00 1.0000e+00 5.1906e+01],24,B0034,276,2081,02081.csv,1.3327005721973733,,,827
2081,charge,[2009.       7.      31.       9.      54.      14.234],24,B0034,277,2082,02082.csv,,,,827
2082,discharge,[2.009e+03 7.000e+00 3.100e+01 1.500e+01 4.200e+01 5.620e-01],24,B0034,278,2083,02083.csv,1.7423975189669398,,,828
2083,impedance,[2.0090e+03 7.0000e+00 3.1000e+01 1.7000e+01 1.0000e+00 2.6375e+01],24,B0034,279,2084,02084.csv,,0.1275262584906928,0.147604890454372,828
2084,charge,[2009.       7.      31.      17.      33.      22.078],24,B0034,280,2085,02085.csv,,,,828
2085,impedance,[2009.       7.      31.      20.      31.       9.109],24,B0034,281,2086,02086.csv,,0.1272960691814162,0.1479466364268468,828
2086,discharge,[2009.       7.      31.      21.       3.       2.062],24,B0034,282,2087,02087.csv,1.37734756281946,,,829
2087,charge,[2009.       7.      31.      21.      55.      46.796],24,B0034,283,2088,02088.csv,,,,829
2088,discharge,[2.0090e+03 8.0000e+00 1.0000e+00 0.0000e+00 5.4000e+01 4.0031e+01],24,B0034,284,2089,02089.csv,1.34875988767775,,,830
2089,charge,[2.009e+03 8.000e+00 1.000e+00 1.000e+00 4.700e+01 4.312e+00],24,B0034,285,2090,02090.csv,,,,830
2090,discharge,[2.0090e+03 8.0000e+00 1.0000e+00 4.0000e+00 4.6000e+01 4.8453e+01],24,B0034,286,2091,02091.csv,1.3501504559881146,,,831
2091,charge,[2.009e+03 8.000e+00 1.000e+00 5.000e+00 3.900e+01 3.120e-01],24,B0034,287,2092,02092.csv,,,,831
2092,discharge,[2.0090e+03 8.0000e+00 1.0000e+00 8.0000e+00 4.0000e+01 3.9031e+01],24,B0034,288,2093,02093.csv,1.3387814875085953,,,832
2093,charge,[2.0090e+03 8.0000e+00 1.0000e+00 9.0000e+00 3.2000e+01 4.5984e+01],24,B0034,289,2094,02094.csv,,,,832
2094,discharge,[2.0090e+03 8.0000e+00 1.0000e+00 1.2000e+01 3.3000e+01 3.2734e+01],24,B0034,290,2095,02095.csv,1.3253371210402685,,,833
2095,impedance,[2.0090e+03 8.0000e+00 1.0000e+00 1.3000e+01 2.9000e+01 3.2109e+01],24,B0034,291,2096,02096.csv,,0.1260424220403596,0.1491036847446478,833
2096,charge,[2.0090e+03 8.0000e+00 1.0000e+00 1.4000e+01 1.0000e+00 2.5312e+01],24,B0034,292,2097,02097.csv,,,,833
2097,impedance,[2.0090e+03 8.0000e+00 1.0000e+00 1.7000e+01 6.0000e+00 5.5484e+01],24,B0034,293,2098,02098.csv,,0.1259736664142202,0.1476030885314802,833
2098,discharge,[2.0090e+03 8.0000e+00 1.0000e+00 1.7000e+01 3.8000e+01 4.8781e+01],24,B0034,294,2099,02099.csv,1.3308160596334049,,,834
2099,charge,[2.0090e+03 8.0000e+00 1.0000e+00 1.8000e+01 3.0000e+01 4.4968e+01],24,B0034,295,2100,02100.csv,,,,834
2100,discharge,[2.0090e+03 8.0000e+00 1.0000e+00 2.1000e+01 3.0000e+01 3.3968e+01],24,B0034,296,2101,02101.csv,1.333083376618503,,,835
2101,charge,[2.0090e+03 8.0000e+00 1.0000e+00 2.2000e+01 2.2000e+01 3.4843e+01],24,B0034,297,2102,02102.csv,,,,835
2102,discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+00 2.3000e+01 2.1296e+01],24,B0034,298,2103,02103.csv,1.3333226534895923,,,836
2103,charge,[2.009e+03 8.000e+00 2.000e+00 2.000e+00 1.500e+01 9.171e+00],24,B0034,299,2104,02104.csv,,,,836
2104,discharge,[2.0090e+03 8.0000e+00 2.0000e+00 5.0000e+00 1.6000e+01 4.7781e+01],24,B0034,300,2105,02105.csv,1.3264281097516477,,,837
2105,charge,[2.0090e+03 8.0000e+00 2.0000e+00 6.0000e+00 8.0000e+00 4.1656e+01],24,B0034,301,2106,02106.csv,,,,837
2106,discharge,[2.0090e+03 8.0000e+00 2.0000e+00 9.0000e+00 1.0000e+01 1.5046e+01],24,B0034,302,2107,02107.csv,1.323971040986857,,,838
2107,impedance,[2.009e+03 8.000e+00 2.000e+00 1.000e+01 6.000e+00 4.984e+00],24,B0034,303,2108,02108.csv,,0.1249296806141861,0.150132447088521,838
2108,charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+01 3.7000e+01 5.8593e+01],24,B0034,304,2109,02109.csv,,,,838
2109,impedance,[2.0090e+03 8.0000e+00 2.0000e+00 1.3000e+01 4.3000e+01 3.3359e+01],24,B0034,305,2110,02110.csv,,0.1259231863090842,0.1490022186394229,838
2110,discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.4000e+01 1.5000e+01 2.7171e+01],24,B0034,306,2111,02111.csv,1.3249364225071156,,,839
2111,charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.5000e+01 7.0000e+00 1.8093e+01],24,B0034,307,2112,02112.csv,,,,839
2112,discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.8000e+01 8.0000e+00 5.4375e+01],24,B0034,308,2113,02113.csv,1.3283067675570923,,,840
2113,charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.9000e+01 0.0000e+00 3.9468e+01],24,B0034,309,2114,02114.csv,,,,840
2114,discharge,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 2.0000e+00 1.0046e+01],24,B0034,310,2115,02115.csv,1.314584348909226,,,841
2115,charge,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 5.3000e+01 4.3218e+01],24,B0034,311,2116,02116.csv,,,,841
2116,discharge,[2.0090e+03 8.0000e+00 3.0000e+00 1.0000e+00 5.5000e+01 2.2875e+01],24,B0034,312,2117,02117.csv,1.3166841798543305,,,842
2117,charge,[2.009e+03 8.000e+00 3.000e+00 2.000e+00 4.700e+01 5.150e-01],24,B0034,313,2118,02118.csv,,,,842
2118,discharge,[2009.       8.       3.       5.      48.      39.625],24,B0034,314,2119,02119.csv,1.3041727649654071,,,843
2119,impedance,[2009.       8.       3.       6.      44.      10.109],24,B0034,315,2120,02120.csv,,0.1251478576422379,0.1495313121470634,843
2120,charge,[2009.       8.       3.       7.      16.       4.218],24,B0034,316,2121,02121.csv,,,,843
2121,impedance,[2009.       8.       3.      10.      21.      40.546],24,B0034,317,2122,02122.csv,,0.127212110588067,0.1490478179338208,843
2122,discharge,[2009.       8.       3.      10.      53.      34.968],24,B0034,318,2123,02123.csv,1.3534450073572306,,,844
2123,charge,[2009.       8.       3.      11.      45.      39.265],24,B0034,319,2124,02124.csv,,,,844
2124,discharge,[2009.       8.       3.      14.      44.      14.312],24,B0034,320,2125,02125.csv,1.371294082513786,,,845
2125,charge,[2009.       8.       3.      15.      36.      25.093],24,B0034,321,2126,02126.csv,,,,845
2126,discharge,[2009.      8.      3.     18.     38.      5.89],24,B0034,322,2127,02127.csv,1.357699321922511,,,846
2127,charge,[2009.       8.       3.      19.      30.       6.687],24,B0034,323,2128,02128.csv,,,,846
2128,discharge,[2009.       8.       3.      22.      31.      42.515],24,B0034,324,2129,02129.csv,1.3286903090919502,,,847
2129,charge,[2009.       8.       3.      23.      23.      20.781],24,B0034,325,2130,02130.csv,,,,847
2130,discharge,[2.0090e+03 8.0000e+00 4.0000e+00 2.0000e+00 2.4000e+01 5.5453e+01],24,B0034,326,2131,02131.csv,1.3143943268181724,,,848
2131,impedance,[2009.       8.       4.       3.      20.      22.453],24,B0034,327,2132,02132.csv,,0.1250220104431957,0.1488362525812901,848
2132,charge,[2009.       8.       4.       3.      52.      16.765],24,B0034,328,2133,02133.csv,,,,848
2133,impedance,[2009.     8.     4.     6.    57.    51.5],24,B0034,329,2134,02134.csv,,0.1261498012706538,0.1488802539580276,848
2134,discharge,[2009.      8.      5.     10.     47.     54.89],24,B0034,330,2135,02135.csv,1.3866783030110723,,,849
2135,impedance,[2009.       8.       5.      11.      44.      11.359],24,B0034,331,2136,02136.csv,,0.1262382116404525,0.1477724527275404,849
2136,charge,[2009.       8.       5.      12.      16.       5.781],24,B0034,332,2137,02137.csv,,,,849
2137,impedance,[2009.      8.      5.     15.     21.     17.89],24,B0034,333,2138,02138.csv,,0.1275273799981891,0.1483581068321612,849
2138,discharge,[2009.       8.       5.      15.      53.      12.468],24,B0034,334,2139,02139.csv,1.3868330458429208,,,850
2139,charge,[2009.       8.       5.      16.      45.      40.718],24,B0034,335,2140,02140.csv,,,,850
2140,discharge,[2009.       8.       5.      19.      44.      54.078],24,B0034,336,2141,02141.csv,1.3548037379291014,,,851
2141,charge,[2009.       8.       5.      20.      37.       9.671],24,B0034,337,2142,02142.csv,,,,851
2142,discharge,[2009.       8.       5.      23.      38.      49.906],24,B0034,338,2143,02143.csv,1.3255787669951669,,,852
2143,charge,[2009.       8.       6.       0.      30.      42.343],24,B0034,339,2144,02144.csv,,,,852
2144,discharge,[2009.       8.       6.       3.      32.      21.312],24,B0034,340,2145,02145.csv,1.3119728676377551,,,853
2145,charge,[2009.       8.       6.       4.      24.       5.078],24,B0034,341,2146,02146.csv,,,,853
2146,discharge,[2009.       8.       6.       7.      22.      48.562],24,B0034,342,2147,02147.csv,1.3064487948795198,,,854
2147,impedance,[2009.       8.       6.       8.      18.      16.218],24,B0034,343,2148,02148.csv,,0.1267067649942199,0.1505559141496879,854
2148,charge,[2009.       8.       6.       8.      50.      10.984],24,B0034,344,2149,02149.csv,,,,854
2149,impedance,[2009.       8.       6.      11.      53.      22.312],24,B0034,345,2150,02150.csv,,0.1271239415617905,0.1473348966192847,854
2150,discharge,[2009.       8.       6.      12.      25.      17.046],24,B0034,346,2151,02151.csv,1.3418431880549024,,,855
2151,charge,[2009.       8.       6.      13.      17.       4.312],24,B0034,347,2152,02152.csv,,,,855
2152,discharge,[2009.       8.       6.      16.      13.      25.921],24,B0034,348,2153,02153.csv,1.3609210170759327,,,856
2153,charge,[2009.       8.       6.      17.       5.      18.687],24,B0034,349,2154,02154.csv,,,,856
2154,discharge,[2009.       8.       6.      20.       0.      59.562],24,B0034,350,2155,02155.csv,1.329960367739497,,,857
2155,charge,[2009.       8.       6.      20.      52.      26.765],24,B0034,351,2156,02156.csv,,,,857
2156,discharge,[2009.      8.      6.     23.     49.     34.39],24,B0034,352,2157,02157.csv,1.299069387625936,,,858
2157,charge,[2009.       8.       7.       0.      40.      51.984],24,B0034,353,2158,02158.csv,,,,858
2158,discharge,[2009.       8.       7.       3.      40.      19.734],24,B0034,354,2159,02159.csv,1.2984544371955695,,,859
2159,impedance,[2009    8    7    4   35   26],24,B0034,355,2160,02160.csv,,0.1261700764551827,0.149951006318501,859
2160,charge,[2009.       8.       7.       5.       7.      21.093],24,B0034,356,2161,02161.csv,,,,859
2161,impedance,[2009.       8.       7.       8.      12.      41.046],24,B0034,357,2162,02162.csv,,0.1260775043428536,0.1485469199588018,859
2162,discharge,[2009.      8.      7.      8.     44.     36.25],24,B0034,358,2163,02163.csv,1.317648609161009,,,860
2163,charge,[2009.       8.       7.       9.      35.      47.859],24,B0034,359,2164,02164.csv,,,,860
2164,discharge,[2009.       8.       7.      12.      32.      22.343],24,B0034,360,2165,02165.csv,1.3360648564106594,,,861
2165,charge,[2009.       8.       7.      13.      23.      52.437],24,B0034,361,2166,02166.csv,,,,861
